loan_id,no_of_dependents,education,employment_type,income_annum,loan_amount,loan_term,cibil_score,bank_asset_value,loan_status
3412,3,Graduate,1,6700000,16400000,24,508,9200000,Rejected
3413,1,Not Graduate,1,4700000,15000000,240,835,3800000,Approved
3414,0,Not Graduate,0,6000000,22000000,144,826,7000000,Approved
3415,5,Not Graduate,1,6500000,18900000,144,427,7800000,Rejected
3416,3,Graduate,0,500000,2000000,144,890,400000,Approved
3417,4,Not Graduate,0,5700000,13300000,24,333,8200000,Rejected
3418,4,Not Graduate,1,6800000,20000000,144,679,6600000,Approved
3419,5,Not Graduate,0,3100000,12300000,216,805,2800000,Approved
3420,3,Not Graduate,0,5100000,11000000,192,826,2700000,Approved
3421,1,Not Graduate,1,6300000,23900000,120,844,4500000,Approved
3422,5,Graduate,1,4400000,14100000,120,663,2600000,Approved
3423,1,Not Graduate,0,8100000,21900000,72,884,6600000,Approved
3424,1,Not Graduate,0,1100000,3700000,24,508,1300000,Approved
3425,0,Graduate,1,2400000,6900000,48,581,3400000,Approved
3426,3,Graduate,1,7000000,26300000,144,481,9900000,Rejected
3427,1,Graduate,1,8700000,30000000,144,543,12700000,Rejected
3428,0,Not Graduate,1,3500000,12600000,120,448,3600000,Rejected
3429,1,Graduate,1,1600000,5300000,48,713,1300000,Approved
3430,5,Not Graduate,1,7800000,17300000,192,493,9300000,Rejected
3431,2,Not Graduate,0,3700000,9200000,120,819,3100000,Approved
3432,4,Graduate,0,400000,1400000,216,827,600000,Approved
3433,0,Not Graduate,0,4800000,15700000,120,398,6400000,Rejected
3434,0,Graduate,1,2900000,7500000,216,692,4000000,Approved
3435,5,Graduate,1,5000000,14600000,216,509,4900000,Rejected
3436,0,Graduate,1,7600000,18100000,192,439,10600000,Rejected
3437,1,Graduate,0,3000000,9400000,48,622,2000000,Approved
3438,3,Not Graduate,1,200000,700000,216,526,0,Rejected
3439,5,Not Graduate,1,6800000,19000000,96,865,6300000,Approved
3440,5,Not Graduate,1,9700000,27400000,24,328,7900000,Rejected
3441,0,Graduate,1,1200000,4200000,48,768,1500000,Approved
3442,5,Not Graduate,1,7400000,24000000,192,854,8700000,Approved
3443,4,Graduate,0,6900000,20800000,48,839,7400000,Approved
3444,0,Not Graduate,1,9100000,23300000,216,414,6400000,Rejected
3445,0,Graduate,1,1300000,4700000,192,530,800000,Rejected
3446,3,Graduate,0,6600000,14600000,120,841,6000000,Approved
3447,3,Not Graduate,1,1800000,5700000,168,670,2700000,Approved
3448,5,Not Graduate,1,8200000,20900000,168,726,8400000,Approved
3449,4,Not Graduate,0,2800000,8300000,168,352,3700000,Rejected
3450,1,Graduate,1,7000000,16000000,48,554,7900000,Approved
3451,4,Graduate,0,700000,1800000,216,728,600000,Approved
3452,0,Not Graduate,0,7400000,25500000,72,463,8400000,Rejected
3453,5,Not Graduate,1,2300000,5000000,120,431,2900000,Rejected
3454,1,Graduate,1,600000,1900000,96,445,300000,Rejected
3455,5,Graduate,0,1000000,3000000,48,896,1100000,Approved
3456,1,Not Graduate,1,2200000,5200000,96,420,2300000,Rejected
3457,1,Not Graduate,0,8000000,30900000,24,315,7300000,Approved
3458,4,Not Graduate,0,8600000,20900000,120,867,9900000,Approved
3459,3,Not Graduate,1,7500000,26000000,24,342,11200000,Approved
3460,5,Not Graduate,1,5200000,11800000,216,711,4500000,Approved
3461,2,Not Graduate,0,7900000,20900000,24,723,7100000,Approved
3462,1,Graduate,1,4200000,11300000,48,704,4000000,Approved
3463,0,Graduate,0,6500000,20200000,192,842,9600000,Approved
3464,0,Graduate,1,7400000,15200000,144,600,4100000,Approved
3465,3,Not Graduate,0,9100000,25600000,144,688,11100000,Approved
3466,0,Not Graduate,0,800000,2300000,192,739,400000,Approved
3467,1,Graduate,1,800000,2800000,120,798,400000,Approved
3468,5,Graduate,1,4100000,9900000,48,319,5500000,Rejected
3469,5,Graduate,1,4200000,8700000,72,583,2500000,Approved
3470,3,Graduate,1,4800000,11500000,144,535,5400000,Rejected
3471,3,Not Graduate,1,8300000,25900000,96,696,7100000,Approved
3472,4,Not Graduate,0,7600000,23900000,96,672,6700000,Approved
3473,4,Graduate,0,5100000,12300000,240,410,5600000,Rejected
3474,5,Graduate,0,3600000,11600000,168,546,4800000,Rejected
3475,3,Not Graduate,1,5400000,16800000,192,550,7000000,Approved
3476,5,Not Graduate,0,700000,1400000,48,344,300000,Rejected
3477,2,Not Graduate,1,9800000,38200000,120,743,5300000,Approved
3478,4,Graduate,0,9700000,36400000,48,772,13500000,Approved
3479,0,Graduate,1,9400000,29900000,144,302,8200000,Rejected
3480,3,Graduate,1,3200000,9100000,216,376,1700000,Rejected
3481,0,Graduate,1,3700000,11600000,120,747,3500000,Approved
3482,2,Graduate,1,4200000,15800000,72,710,4600000,Approved
3483,2,Not Graduate,0,7000000,24200000,72,892,9200000,Approved
3484,3,Not Graduate,0,3200000,11500000,192,492,3200000,Rejected
3485,5,Graduate,0,7900000,17700000,24,559,5400000,Approved
3486,3,Not Graduate,0,2200000,8300000,216,314,2000000,Rejected
3487,0,Graduate,1,2700000,8400000,72,744,2000000,Approved
3488,5,Not Graduate,0,6800000,18000000,144,690,9300000,Approved
3489,3,Graduate,1,6300000,23300000,48,347,8100000,Approved
3490,5,Graduate,1,9000000,31400000,24,677,8700000,Approved
3491,1,Graduate,0,4700000,15700000,48,468,3600000,Approved
3492,2,Not Graduate,0,8100000,17500000,48,674,9300000,Approved
3493,2,Not Graduate,0,9000000,27300000,168,353,7200000,Rejected
3494,4,Not Graduate,0,3800000,14100000,96,727,5400000,Approved
3495,4,Not Graduate,1,8800000,22200000,120,512,9900000,Rejected
3496,3,Not Graduate,1,8700000,27200000,216,454,12000000,Rejected
3497,5,Not Graduate,0,5000000,12400000,168,315,4000000,Rejected
3498,0,Not Graduate,1,6000000,22700000,120,480,8700000,Rejected
3499,2,Graduate,1,9100000,24200000,192,685,9100000,Approved
3500,1,Graduate,0,7400000,17900000,72,460,5000000,Rejected
3501,1,Not Graduate,1,8300000,28400000,192,704,11400000,Approved
3502,1,Graduate,1,7600000,23900000,144,692,5000000,Approved
3503,1,Not Graduate,1,3500000,9600000,48,398,4600000,Rejected
3504,5,Graduate,1,1000000,3500000,216,882,600000,Approved
3505,5,Graduate,1,9900000,25900000,48,860,5400000,Approved
3506,2,Graduate,1,5700000,15100000,216,330,6200000,Rejected
3507,5,Graduate,0,700000,2400000,192,447,800000,Rejected
3508,0,Not Graduate,1,9600000,23800000,144,788,10400000,Approved
3509,1,Not Graduate,0,9300000,28900000,72,526,11000000,Rejected
3510,0,Graduate,0,9500000,28400000,216,577,14100000,Approved
3511,4,Graduate,1,8700000,23400000,192,372,8000000,Rejected
3512,5,Graduate,1,7300000,21000000,168,759,10800000,Approved
3513,3,Graduate,1,4100000,12700000,120,465,3200000,Rejected
3514,2,Graduate,0,2900000,10200000,48,789,3600000,Approved
3515,3,Graduate,1,7500000,17900000,24,680,6300000,Approved
3516,1,Graduate,0,7900000,25700000,240,681,8800000,Approved
3517,1,Graduate,1,6900000,22300000,192,673,9000000,Approved
3518,0,Not Graduate,0,6900000,22900000,120,313,8000000,Rejected
3519,0,Not Graduate,0,4800000,18800000,192,551,5500000,Approved
3520,5,Graduate,1,7700000,24400000,96,453,10000000,Rejected
3521,3,Not Graduate,0,6900000,22700000,48,650,6400000,Approved
3522,1,Not Graduate,0,1200000,4500000,48,439,1200000,Approved
3523,1,Graduate,0,2900000,9600000,48,658,2700000,Approved
3524,4,Graduate,1,5500000,18900000,72,379,3100000,Rejected
3525,4,Graduate,1,3200000,10700000,48,450,1800000,Approved
3526,5,Not Graduate,0,2600000,8200000,48,849,2700000,Approved
3527,0,Graduate,0,500000,1600000,216,865,200000,Approved
3528,0,Graduate,0,1800000,6900000,120,853,1700000,Rejected
3529,0,Not Graduate,0,1300000,4900000,144,555,1700000,Approved
3530,1,Not Graduate,0,9900000,20700000,240,821,11100000,Approved
3531,0,Not Graduate,0,2000000,4700000,24,820,1200000,Approved
3532,1,Not Graduate,0,5100000,15300000,48,721,5900000,Approved
3533,4,Graduate,1,8200000,24000000,240,831,5400000,Approved
3534,5,Not Graduate,0,4200000,12600000,216,571,6200000,Approved
3535,2,Not Graduate,1,1300000,4900000,96,582,1700000,Approved
3536,1,Not Graduate,1,4600000,13600000,216,487,5400000,Rejected
3537,1,Not Graduate,0,6600000,19700000,144,758,9500000,Approved
3538,2,Graduate,1,8300000,30100000,192,636,7200000,Approved
3539,0,Graduate,0,6900000,20700000,192,857,8800000,Approved
3540,4,Graduate,1,4700000,12500000,96,678,7000000,Approved
3541,1,Graduate,0,7900000,15800000,96,551,8300000,Approved
3542,3,Not Graduate,0,8800000,24900000,192,668,10500000,Approved
3543,1,Graduate,0,6500000,23400000,24,672,7600000,Approved
3544,3,Not Graduate,0,3500000,13700000,48,439,4400000,Approved
3545,2,Not Graduate,1,8200000,19600000,192,636,10700000,Approved
3546,0,Not Graduate,1,2000000,6000000,168,393,2900000,Rejected
3547,5,Not Graduate,0,2700000,8200000,24,848,1500000,Approved
3548,0,Graduate,1,5300000,17600000,48,790,7700000,Approved
3549,2,Not Graduate,0,9900000,19900000,72,312,11000000,Rejected
3550,2,Not Graduate,1,5000000,19500000,168,775,6500000,Approved
3551,2,Not Graduate,0,9100000,18600000,240,403,9200000,Rejected
3552,3,Not Graduate,1,7600000,26400000,168,867,7400000,Approved
3553,0,Graduate,0,5200000,17800000,216,558,3100000,Approved
3554,5,Graduate,0,1800000,6000000,48,548,2600000,Approved
3555,0,Not Graduate,0,7300000,28200000,192,486,7700000,Rejected
3556,4,Graduate,0,3200000,11600000,72,635,3900000,Approved
3557,5,Graduate,0,5200000,20700000,24,538,3600000,Approved
3558,4,Not Graduate,0,7100000,28200000,168,496,4600000,Rejected
3559,4,Graduate,1,1400000,4800000,72,411,1600000,Rejected
3560,4,Not Graduate,0,2700000,10700000,72,857,2800000,Approved
3561,5,Graduate,1,6500000,18100000,120,360,6100000,Rejected
3562,4,Graduate,0,9300000,35900000,216,461,11400000,Rejected
3563,0,Graduate,1,6700000,14900000,192,638,8100000,Approved
3564,5,Graduate,0,6800000,19300000,72,865,9000000,Approved
3565,5,Not Graduate,0,5600000,13600000,48,449,4300000,Rejected
3566,1,Not Graduate,1,1900000,4700000,24,870,2300000,Approved
3567,5,Not Graduate,0,8400000,19500000,72,815,7200000,Approved
3568,2,Not Graduate,1,2500000,7200000,192,454,2100000,Rejected
3569,1,Not Graduate,1,2900000,9900000,216,783,2600000,Approved
3570,3,Graduate,1,3200000,7400000,24,543,4600000,Rejected
3571,4,Not Graduate,1,3000000,10900000,24,786,3200000,Approved
3572,3,Graduate,1,800000,2500000,240,395,500000,Rejected
3573,2,Not Graduate,1,400000,1300000,24,885,500000,Approved
3574,2,Not Graduate,0,4400000,10600000,240,488,4600000,Rejected
3575,2,Not Graduate,1,8700000,19900000,120,829,8400000,Approved
3576,4,Not Graduate,0,7400000,15400000,72,677,7400000,Approved
3577,4,Not Graduate,1,5700000,14400000,144,645,4700000,Approved
3578,5,Not Graduate,1,9700000,27600000,120,788,10600000,Approved
3579,2,Not Graduate,0,7000000,22400000,72,649,8900000,Approved
3580,2,Not Graduate,0,8900000,23100000,48,519,4700000,Rejected
3581,3,Graduate,1,3100000,11200000,168,772,2100000,Approved
3582,4,Graduate,0,2200000,6100000,144,330,2200000,Rejected
3583,5,Not Graduate,1,7100000,21500000,48,557,4000000,Approved
3584,4,Graduate,1,8200000,19000000,72,334,10200000,Rejected
3585,3,Graduate,1,9800000,28400000,144,487,11100000,Rejected
3586,2,Graduate,1,3900000,9700000,96,539,5100000,Rejected
3587,2,Graduate,1,2200000,8100000,96,710,1000000,Approved
3588,5,Not Graduate,1,600000,1700000,240,879,700000,Approved
3589,4,Not Graduate,1,6900000,22000000,120,512,3900000,Rejected
3590,2,Graduate,1,7400000,27300000,216,561,9600000,Approved
3591,3,Not Graduate,1,4000000,11600000,72,539,4700000,Rejected
3592,3,Not Graduate,1,700000,2000000,216,544,400000,Rejected
3593,2,Not Graduate,1,1900000,4600000,192,631,2700000,Approved
3594,2,Graduate,0,2200000,6800000,240,546,2200000,Rejected
3595,1,Graduate,1,2000000,5600000,168,569,1600000,Approved
3596,4,Not Graduate,0,7400000,17900000,72,384,4700000,Rejected
3597,2,Not Graduate,1,2300000,9000000,72,583,3400000,Approved
3598,5,Not Graduate,1,4000000,15500000,144,517,3500000,Rejected
3599,3,Graduate,1,1500000,5800000,216,420,1400000,Rejected
3600,2,Not Graduate,1,5200000,12900000,216,644,7500000,Approved
3601,2,Graduate,0,5400000,14500000,96,349,6600000,Rejected
3602,3,Graduate,0,7700000,25300000,216,662,9900000,Approved
3603,0,Not Graduate,1,1900000,6400000,240,704,1900000,Approved
3604,4,Not Graduate,1,6400000,15500000,24,324,4500000,Rejected
3605,5,Graduate,0,700000,1700000,216,757,600000,Approved
3606,3,Graduate,1,5800000,23000000,192,361,2800000,Rejected
3607,1,Graduate,0,1800000,5400000,48,415,1800000,Approved
3608,5,Graduate,1,4300000,13800000,216,618,2400000,Approved
3609,4,Graduate,0,8000000,27100000,96,524,8400000,Rejected
3610,0,Not Graduate,0,1100000,4100000,216,887,1300000,Approved
3611,2,Not Graduate,1,8800000,31100000,144,729,9400000,Approved
3612,4,Graduate,0,4800000,18600000,168,774,6500000,Approved
3613,0,Not Graduate,1,200000,700000,240,724,300000,Approved
3614,5,Graduate,1,1400000,2700000,192,320,2000000,Rejected
3615,5,Graduate,0,2500000,6400000,192,590,3500000,Approved
3616,5,Graduate,0,8100000,25300000,96,796,7800000,Approved
3617,0,Graduate,1,6100000,19200000,72,890,7600000,Approved
3618,0,Not Graduate,1,2000000,4600000,192,651,1600000,Approved
3619,4,Not Graduate,0,4800000,10100000,144,634,6900000,Approved
3620,4,Graduate,1,900000,2800000,24,660,900000,Approved
3621,4,Not Graduate,0,1300000,3500000,144,512,700000,Rejected
3622,4,Not Graduate,1,4200000,9100000,24,900,5900000,Approved
3623,2,Graduate,1,3300000,11100000,240,823,2900000,Approved
3624,2,Not Graduate,1,8700000,28400000,144,880,4400000,Approved
3625,1,Not Graduate,1,800000,2600000,24,439,400000,Approved
3626,5,Graduate,1,7400000,17100000,24,441,10800000,Rejected
3627,3,Not Graduate,0,6900000,18500000,72,360,9600000,Rejected
3628,1,Graduate,1,8800000,33700000,168,561,11900000,Approved
3629,2,Graduate,1,8600000,32500000,48,758,6900000,Approved
3630,2,Graduate,0,5400000,20600000,216,621,5500000,Approved
3631,4,Graduate,1,2900000,5900000,216,621,3500000,Approved
3632,3,Graduate,0,9800000,21000000,144,342,7000000,Rejected
3633,4,Graduate,0,3300000,10800000,48,552,3300000,Approved
3634,0,Not Graduate,0,300000,500000,216,376,300000,Rejected
3635,0,Graduate,0,1500000,4300000,144,801,1100000,Approved
3636,3,Not Graduate,1,5400000,16300000,48,512,6000000,Approved
3637,0,Graduate,0,6600000,15200000,216,497,9300000,Rejected
3638,0,Graduate,0,5700000,17200000,96,386,2900000,Rejected
3639,3,Not Graduate,1,8500000,26100000,24,683,5700000,Approved
3640,0,Graduate,0,7400000,24100000,192,779,4900000,Approved
3641,3,Not Graduate,1,7800000,17700000,72,876,10800000,Approved
3642,3,Graduate,1,7200000,16500000,216,515,10600000,Rejected
3643,2,Not Graduate,0,7600000,19300000,144,463,9600000,Rejected
3644,4,Not Graduate,1,7000000,26700000,48,486,6000000,Approved
3645,0,Not Graduate,0,5700000,13000000,72,328,8200000,Rejected
3646,2,Not Graduate,0,8200000,30600000,120,343,7000000,Rejected
3647,0,Graduate,1,9000000,27800000,96,712,5800000,Approved
3648,3,Not Graduate,0,3900000,11900000,72,607,2000000,Approved
3649,0,Graduate,0,6500000,16200000,48,812,6200000,Approved
3650,4,Not Graduate,1,2300000,7700000,192,589,2300000,Approved
3651,1,Not Graduate,0,5700000,21800000,216,657,3200000,Approved
3652,4,Not Graduate,0,800000,2800000,144,453,600000,Rejected
3653,4,Not Graduate,1,8400000,19700000,168,889,12100000,Approved
3654,1,Graduate,1,4300000,17200000,48,564,2200000,Approved
3655,1,Not Graduate,1,300000,900000,240,419,300000,Rejected
3656,1,Graduate,0,8700000,34000000,192,663,8100000,Approved
3657,1,Not Graduate,0,4400000,12100000,48,884,6000000,Approved
3658,1,Graduate,1,5600000,16800000,192,528,3900000,Rejected
3659,2,Graduate,0,600000,1300000,144,475,600000,Rejected
3660,4,Not Graduate,1,2500000,5100000,240,695,3500000,Approved
3661,5,Not Graduate,0,3800000,10500000,120,759,5300000,Approved
3662,2,Not Graduate,0,2500000,9600000,48,636,2000000,Approved
3663,3,Not Graduate,1,5500000,20400000,120,546,4000000,Rejected
3664,5,Graduate,1,4500000,17100000,24,639,6500000,Approved
3665,4,Not Graduate,0,1900000,4000000,120,388,900000,Rejected
3666,5,Graduate,1,6400000,20000000,144,594,5500000,Approved
3667,1,Not Graduate,1,3800000,11100000,72,760,5700000,Approved
3668,4,Not Graduate,1,6300000,16900000,192,582,6000000,Approved
3669,3,Not Graduate,0,300000,600000,72,896,400000,Approved
3670,5,Not Graduate,1,7100000,21800000,216,891,4700000,Approved
3671,2,Not Graduate,1,600000,1700000,24,495,500000,Rejected
3672,3,Graduate,1,4400000,15300000,192,865,3400000,Approved
3673,4,Not Graduate,0,7600000,20800000,144,775,6400000,Approved
3674,5,Graduate,1,8700000,26400000,120,318,9200000,Rejected
3675,3,Graduate,1,5600000,12700000,144,395,6400000,Rejected
3676,4,Not Graduate,0,4100000,13100000,168,772,3800000,Approved
3677,2,Not Graduate,1,7900000,16100000,216,318,9300000,Rejected
3678,3,Not Graduate,1,5600000,20900000,168,649,8200000,Approved
3679,3,Not Graduate,0,1200000,3100000,120,438,1000000,Rejected
3680,5,Graduate,0,6900000,19700000,72,588,7300000,Approved
3681,5,Not Graduate,0,2700000,5600000,24,815,2600000,Approved
3682,4,Graduate,1,9800000,22100000,48,364,7300000,Rejected
3683,2,Not Graduate,0,9300000,32300000,48,586,10400000,Approved
3684,4,Not Graduate,0,6700000,25300000,144,555,4900000,Approved
3685,4,Graduate,0,1300000,4600000,120,312,800000,Rejected
3686,2,Graduate,1,7900000,17100000,192,605,10400000,Approved
3687,5,Not Graduate,0,6700000,23200000,216,672,5400000,Approved
3688,2,Not Graduate,1,2100000,4500000,216,591,1500000,Approved
3689,4,Graduate,1,4700000,11000000,48,321,6900000,Rejected
3690,2,Graduate,0,3700000,13400000,192,393,3500000,Rejected
3691,0,Graduate,1,5800000,21800000,24,561,4200000,Approved
3692,5,Graduate,1,2400000,6900000,240,725,2400000,Approved
3693,1,Not Graduate,1,8100000,27600000,192,438,8000000,Rejected
3694,5,Graduate,1,5400000,21400000,144,399,6800000,Rejected
3695,0,Graduate,0,1400000,5400000,96,592,800000,Approved
3696,2,Not Graduate,0,2500000,8600000,96,835,1300000,Approved
3697,0,Not Graduate,1,1600000,5300000,48,733,1100000,Approved
3698,0,Not Graduate,0,3700000,10600000,240,484,3500000,Rejected
3699,5,Not Graduate,1,500000,1800000,240,615,300000,Approved
3700,3,Not Graduate,1,5300000,19500000,48,591,7900000,Approved
3701,0,Graduate,1,2800000,6800000,144,349,1400000,Rejected
3702,1,Graduate,1,9600000,29900000,216,478,9400000,Rejected
3703,4,Graduate,0,2200000,7800000,240,633,1900000,Approved
3704,1,Not Graduate,1,8400000,30900000,96,378,11100000,Rejected
3705,1,Not Graduate,0,2100000,5300000,240,461,1700000,Rejected
3706,2,Not Graduate,1,2800000,7000000,24,834,1300000,Approved
3707,0,Not Graduate,0,2500000,5800000,240,671,2000000,Approved
3708,3,Graduate,1,1700000,5800000,120,524,800000,Rejected
3709,3,Graduate,0,6100000,20700000,48,816,5900000,Approved
3710,3,Graduate,0,4100000,11700000,120,729,2100000,Approved
3711,5,Not Graduate,1,4500000,12700000,96,307,2700000,Rejected
3712,2,Graduate,1,5600000,19100000,96,350,4200000,Rejected
3713,3,Not Graduate,1,5800000,16600000,120,444,8500000,Rejected
3714,4,Not Graduate,0,8600000,26700000,120,895,6900000,Approved
3715,2,Graduate,0,2900000,10500000,240,708,4300000,Approved
3716,2,Not Graduate,1,8300000,17600000,24,355,6800000,Rejected
3717,5,Not Graduate,0,2400000,5100000,72,756,3400000,Approved
3718,4,Graduate,0,5600000,12000000,48,719,3400000,Approved
3719,1,Graduate,1,9500000,35400000,168,439,13500000,Rejected
3720,4,Not Graduate,1,4900000,15900000,120,668,2800000,Approved
3721,4,Not Graduate,1,5900000,16500000,24,765,3500000,Approved
3722,5,Graduate,1,500000,1500000,48,476,700000,Approved
3723,3,Graduate,0,7000000,21700000,168,781,9600000,Approved
3724,1,Not Graduate,0,3500000,12700000,48,350,1800000,Approved
3725,0,Graduate,0,5200000,12200000,192,783,5100000,Approved
3726,3,Graduate,1,6300000,19900000,144,770,3100000,Approved
3727,2,Not Graduate,0,8400000,28300000,120,822,4400000,Approved
3728,1,Not Graduate,1,7500000,22500000,168,469,4500000,Rejected
3729,2,Graduate,0,3300000,13000000,192,300,3100000,Rejected
3730,2,Not Graduate,0,8800000,22400000,168,692,10900000,Approved
3731,5,Graduate,0,200000,700000,216,707,200000,Approved
3732,5,Not Graduate,1,8000000,29100000,48,658,4600000,Approved
3733,3,Graduate,0,1000000,4000000,72,625,500000,Approved
3734,1,Graduate,0,9400000,26700000,120,343,13200000,Rejected
3735,5,Graduate,0,2100000,7300000,216,358,2200000,Rejected
3736,4,Graduate,1,5400000,11500000,240,705,6100000,Approved
3737,2,Graduate,1,4700000,15100000,96,799,4700000,Approved
3738,3,Graduate,0,8800000,33700000,144,397,8800000,Rejected
3739,5,Graduate,0,3200000,12200000,72,493,2100000,Rejected
3740,0,Graduate,1,7200000,21900000,48,446,7600000,Approved
3741,2,Not Graduate,1,2500000,7200000,192,315,2800000,Rejected
3742,5,Not Graduate,1,6900000,15700000,168,887,4500000,Approved
3743,5,Graduate,1,5700000,20500000,192,429,3900000,Rejected
3744,4,Graduate,1,5500000,15100000,216,673,7200000,Approved
3745,4,Not Graduate,1,9200000,29100000,120,731,5000000,Approved
3746,5,Graduate,1,5700000,11500000,24,732,5300000,Approved
3747,5,Graduate,1,5000000,16400000,168,525,3300000,Rejected
3748,4,Not Graduate,0,2300000,5500000,72,343,3200000,Rejected
3749,0,Not Graduate,1,3000000,11000000,192,331,2400000,Rejected
3750,0,Not Graduate,0,7900000,26200000,216,845,6300000,Approved
3751,2,Graduate,0,2000000,6200000,192,696,1300000,Approved
3752,5,Not Graduate,0,2700000,8700000,168,772,3700000,Approved
3753,3,Graduate,1,6400000,15800000,216,628,5300000,Approved
3754,0,Not Graduate,1,8200000,19100000,24,764,4000000,Approved
3755,1,Graduate,0,2800000,6900000,168,553,4200000,Approved
3756,1,Not Graduate,0,8900000,20000000,24,653,9900000,Approved
3757,1,Not Graduate,0,5100000,20000000,48,506,6700000,Approved
3758,3,Graduate,0,2800000,8500000,240,431,2200000,Rejected
3759,2,Not Graduate,1,6100000,12300000,216,697,3500000,Approved
3760,2,Not Graduate,0,8400000,24500000,72,588,10400000,Approved
3761,1,Not Graduate,0,1600000,5600000,72,846,1200000,Approved
3762,5,Graduate,0,4100000,11000000,168,379,5400000,Rejected
3763,1,Not Graduate,0,300000,700000,120,745,100000,Approved
3764,3,Graduate,0,9600000,34500000,240,523,5300000,Rejected
3765,4,Graduate,1,8300000,25400000,48,624,5400000,Approved
3766,1,Graduate,0,4600000,16700000,192,407,2800000,Rejected
3767,3,Not Graduate,1,5600000,11600000,144,756,7800000,Approved
3768,3,Graduate,1,4100000,8300000,192,351,2200000,Rejected
3769,3,Not Graduate,0,3700000,13400000,216,373,2500000,Rejected
3770,4,Not Graduate,1,800000,2400000,24,461,300000,Approved
3771,4,Graduate,0,8100000,28100000,144,672,9500000,Approved
3772,2,Graduate,1,2700000,9500000,120,434,1800000,Rejected
3773,2,Not Graduate,1,7000000,21400000,144,541,9600000,Rejected
3774,3,Not Graduate,1,8100000,29300000,24,413,6400000,Approved
3775,1,Graduate,0,3200000,7600000,48,592,4700000,Approved
3776,4,Not Graduate,1,400000,1400000,120,665,200000,Approved
3777,1,Graduate,0,7800000,23900000,48,313,10900000,Approved
3778,0,Not Graduate,0,5800000,19600000,168,673,7200000,Approved
3779,0,Not Graduate,1,2600000,6000000,96,382,1600000,Rejected
3780,5,Not Graduate,0,5400000,21100000,144,661,5400000,Approved
3781,3,Graduate,1,600000,1700000,48,576,500000,Approved
3782,1,Graduate,0,600000,1200000,168,443,800000,Rejected
3783,5,Graduate,1,9500000,21700000,192,307,9700000,Rejected
3784,4,Graduate,1,1900000,4800000,144,656,1700000,Approved
3785,1,Graduate,1,9800000,21200000,48,885,10800000,Approved
3786,3,Graduate,0,7800000,16600000,240,896,5500000,Approved
3787,5,Not Graduate,0,4900000,14100000,24,802,2700000,Approved
3788,3,Graduate,1,8300000,22700000,24,650,5800000,Approved
3789,4,Not Graduate,1,3900000,8900000,120,665,5300000,Approved
3790,2,Graduate,0,9000000,35700000,144,339,9000000,Rejected
3791,1,Not Graduate,0,9600000,32400000,240,447,4700000,Rejected
3792,5,Not Graduate,1,1000000,2400000,216,613,600000,Approved
3793,5,Graduate,0,2800000,7200000,192,424,3200000,Rejected
3794,2,Not Graduate,0,8300000,20800000,72,667,6800000,Approved
3795,4,Not Graduate,1,6900000,18300000,216,715,7500000,Approved
3796,5,Not Graduate,1,3800000,9100000,216,654,3000000,Approved
3797,2,Not Graduate,0,8000000,17800000,240,549,10800000,Rejected
3798,4,Graduate,1,9800000,29700000,48,373,10000000,Approved
3799,0,Graduate,1,2900000,7200000,192,332,3600000,Rejected
3800,4,Graduate,0,7900000,31500000,240,534,6400000,Rejected
3801,3,Not Graduate,0,4600000,17900000,96,396,2600000,Rejected
3802,2,Graduate,0,1000000,3700000,216,892,500000,Approved
3803,5,Graduate,0,9000000,21300000,168,602,11000000,Approved
3804,0,Graduate,1,9400000,36100000,120,615,9100000,Approved
3805,5,Graduate,1,7400000,23300000,240,482,6800000,Rejected
3806,0,Graduate,0,6600000,20100000,192,397,8400000,Rejected
3807,0,Not Graduate,0,1300000,3400000,120,464,1400000,Rejected
3808,0,Graduate,1,1100000,3400000,168,832,1600000,Approved
3809,5,Graduate,0,9200000,34800000,144,802,12500000,Approved
3810,2,Graduate,0,7000000,23900000,216,628,7200000,Approved
3811,4,Graduate,0,5100000,18800000,120,694,4100000,Approved
3812,1,Not Graduate,1,3200000,9300000,240,741,2300000,Approved
3813,1,Not Graduate,1,3700000,10900000,168,748,4100000,Approved
3814,5,Graduate,0,3600000,12800000,48,320,2900000,Approved
3815,1,Graduate,0,5600000,11700000,120,774,6500000,Approved
3816,0,Not Graduate,1,9500000,32000000,24,500,5600000,Approved
3817,4,Not Graduate,0,1500000,4000000,216,706,1700000,Approved
3818,4,Not Graduate,0,7400000,18300000,120,601,6100000,Approved
3819,2,Graduate,0,6000000,17400000,192,806,3500000,Approved
3820,0,Graduate,1,3000000,9600000,72,644,3000000,Approved
3821,4,Graduate,1,6000000,12900000,168,723,4100000,Approved
3822,5,Graduate,1,600000,1500000,144,509,800000,Rejected
3823,0,Graduate,0,1800000,6600000,48,898,1400000,Approved
3824,2,Graduate,1,5500000,12000000,24,567,7000000,Approved
3825,1,Graduate,0,1000000,2100000,72,715,1100000,Approved
3826,2,Not Graduate,1,1700000,3500000,120,854,1700000,Approved
3827,1,Graduate,1,3400000,12300000,96,523,2600000,Rejected
3828,1,Graduate,1,9600000,35900000,96,534,5400000,Rejected
3829,0,Not Graduate,1,2600000,7600000,216,470,2900000,Rejected
3830,1,Graduate,0,1600000,3500000,216,619,1500000,Approved
3831,0,Graduate,1,4300000,12800000,240,572,6100000,Approved
