no_of_dependents,education,employment_type,income_annum,loan_amount,loan_term,cibil_score,bank_asset_value,loan_status
1,Graduate,1,1427654,313424,360,628,1356823,0
0,Graduate,1,664185,723331,120,702,1723622,1
1,Graduate,1,177057,477588,360,731,432953,1
2,Graduate,1,596102,635257,12,715,917941,1
2,Graduate,1,264423,581838,60,485,383252,0
1,Not Graduate,1,1332416,523364,12,813,1300159,1
2,Graduate,1,708798,336560,120,669,1989933,1
2,Graduate,1,348364,277977,36,606,248516,0
1,Graduate,1,1395381,741170,240,638,2640413,0
0,Not Graduate,1,1052649,569609,60,799,2083654,1
0,Graduate,1,604035,270466,60,770,810841,1
0,Graduate,1,269284,761757,120,705,633455,1
0,Graduate,0,18651,340253,120,704,403207,0
0,Graduate,1,367336,2559800,360,602,134798,0
0,Not Graduate,1,1325364,6512150,360,795,3150866,1
1,Graduate,1,190095,2167417,360,787,398218,0
3,Graduate,1,702367,2049947,12,820,544864,0
0,Not Graduate,1,597059,1219763,360,727,1311963,1
2,Graduate,1,1670162,438085,240,811,405949,1
1,Graduate,1,878691,80897,12,633,2256680,0
0,Graduate,1,1119248,193879,120,715,2986782,1
3,Graduate,1,479122,274652,240,788,1232545,1
1,Not Graduate,1,272447,1808009,120,772,664813,0
0,Graduate,1,562203,698109,360,846,1418318,1
2,Graduate,1,1358280,279421,12,657,1597241,1
0,Not Graduate,0,109316,85375,360,782,600744,1
1,Graduate,1,516861,5488397,12,607,1670178,0
0,Graduate,1,366372,921090,12,555,846488,0
2,Graduate,1,313218,1340441,36,741,417180,0
1,Not Graduate,1,653892,316266,12,861,1162941,1
1,Not Graduate,1,813613,470423,60,835,1880240,1
0,Graduate,0,124,383131,12,636,480981,0
1,Graduate,0,95650,576272,360,709,529188,0
2,Not Graduate,1,1191844,3422175,120,615,568218,0
1,Graduate,1,390672,162059,360,722,756618,1
1,Not Graduate,1,754160,518521,12,764,1749356,1
1,Graduate,0,74240,775198,120,677,298401,0
2,Graduate,1,651853,480788,120,731,1856869,1
1,Graduate,1,716794,1462013,360,651,707748,1
2,Graduate,0,129288,95259,240,659,462314,1
2,Graduate,1,1071777,3554656,36,629,1220547,0
1,Not Graduate,1,1858526,137239,120,635,1521835,0
0,Graduate,0,147635,174537,120,859,390027,1
1,Not Graduate,1,1777982,344740,60,756,648074,1
2,Graduate,1,185600,282777,12,554,431946,0
0,Not Graduate,1,933793,826126,36,747,2108452,1
1,Not Graduate,1,4801808,735783,36,751,4114324,1
2,Graduate,0,149363,605346,360,866,828638,1
0,Graduate,0,142557,130890,240,607,426157,0
1,Graduate,1,569089,470028,120,759,1023981,1
0,Graduate,1,1243959,551133,120,701,1736318,1
0,Graduate,1,974584,1852921,60,731,2147548,1
2,Not Graduate,1,424710,659636,36,767,534309,0
0,Not Graduate,1,665648,792269,12,525,1534081,0
0,Graduate,1,298119,3845810,240,755,213743,0
2,Graduate,1,663209,169378,240,758,208682,1
0,Graduate,1,521519,366550,240,732,206107,1
3,Graduate,0,130219,173537,240,619,193734,0
3,Graduate,1,413357,2693950,360,698,587279,0
0,Not Graduate,1,614432,2884446,36,830,1240954,0
0,Graduate,1,734553,2491825,120,706,1863155,1
2,Graduate,1,776641,934154,36,777,1294707,1
1,Not Graduate,1,908388,790563,360,754,625206,1
0,Graduate,1,634546,341792,12,807,1569967,1
2,Not Graduate,1,388731,1166400,240,848,973949,1
0,Graduate,1,778916,150036,360,534,998490,0
2,Graduate,1,632170,149525,36,654,756207,1
0,Not Graduate,1,1655670,355090,12,713,531588,1
0,Graduate,1,1831403,3566163,60,890,2596244,0
0,Not Graduate,1,243369,323367,240,803,656002,1
3,Not Graduate,1,1195079,370134,360,756,652852,1
1,Graduate,1,1403100,720551,120,758,560855,1
2,Graduate,1,248534,1327241,120,628,243893,0
0,Graduate,1,1159591,1889874,120,757,1228620,1
0,Not Graduate,1,1493695,176243,12,577,3754961,0
0,Graduate,1,341219,490570,36,723,719609,1
1,Graduate,1,603756,676382,240,752,1319967,1
1,Graduate,1,846661,747706,240,788,962460,1
1,Graduate,1,1151258,1284388,360,585,2772879,0
0,Not Graduate,1,330793,1227001,240,680,1102627,1
3,Not Graduate,1,1840605,554318,240,604,1944427,0
0,Not Graduate,1,143849,1710641,60,823,591493,0
3,Graduate,1,2103254,1423721,360,857,4996617,1
0,Not Graduate,1,1132812,1313731,240,788,1257294,1
1,Graduate,1,443557,318440,60,605,1364466,0
0,Graduate,1,1456467,1102287,36,707,2197962,1
1,Graduate,1,315451,1800486,120,757,676688,0
1,Not Graduate,1,799665,323239,60,733,890987,1
1,Not Graduate,1,882755,616343,120,756,1803502,1
1,Not Graduate,1,881083,2583733,120,728,2331924,1
2,Not Graduate,0,116154,803305,12,733,360545,0
1,Not Graduate,1,490479,494918,60,624,1304142,0
2,Graduate,1,807255,2330523,240,783,1338892,1
0,Not Graduate,1,407829,337560,360,560,902875,0
1,Graduate,1,906333,99098,12,788,836305,1
1,Graduate,1,446278,247912,240,511,447033,0
0,Graduate,1,1623346,1682866,360,811,3097287,1
1,Graduate,0,28889,909539,120,711,319905,0
0,Graduate,1,574944,578452,12,677,622619,0
0,Graduate,1,1523021,1561456,240,810,2800734,1
0,Graduate,1,615479,638488,240,772,553580,1
0,Not Graduate,1,344846,432640,36,670,1051787,1
1,Not Graduate,1,518878,1245590,12,842,1388636,0
1,Graduate,1,781097,368787,12,710,532417,1
3,Graduate,1,174631,882263,120,711,536652,0
2,Graduate,0,10120,244084,360,737,213036,0
0,Graduate,1,781379,188236,120,735,1344464,1
2,Graduate,1,1624052,227356,12,723,4091899,1
2,Not Graduate,1,1186490,526462,36,784,1449962,1
1,Graduate,1,802878,282673,36,685,2059425,1
1,Graduate,0,116588,290722,360,787,171579,0
3,Graduate,1,2466447,463498,120,629,3545598,0
1,Graduate,1,4138724,502715,60,720,10431925,1
3,Graduate,1,556087,114570,240,743,1158787,1
0,Graduate,1,1679211,50000,120,651,947251,1
0,Not Graduate,1,414405,806104,36,692,1002454,0
1,Graduate,1,455819,621083,12,764,689683,0
1,Graduate,1,535525,137278,36,638,1054420,0
2,Graduate,1,1261416,835911,12,774,1645207,1
4,Graduate,1,308682,834386,120,756,686321,0
0,Graduate,1,2520508,399427,240,701,1679863,1
0,Graduate,1,1544634,3833797,360,673,916990,1
2,Graduate,1,1238253,1922643,240,637,1295960,0
1,Graduate,1,576625,362553,120,860,1195857,1
0,Graduate,1,1416344,369379,240,676,3030636,1
1,Graduate,1,70693,125758,240,589,192458,0
2,Graduate,1,1037911,1838987,360,609,751318,0
2,Graduate,1,829101,691639,60,731,1910807,1
1,Graduate,1,161301,1230659,60,659,626697,0
0,Graduate,1,1009537,63962,60,587,360271,0
3,Graduate,1,1170232,1175881,12,630,1626941,0
1,Graduate,0,121926,324601,60,802,629341,1
1,Graduate,1,282259,969275,120,787,725174,0
0,Graduate,1,3803800,910022,360,585,6203146,0
2,Graduate,1,628390,529322,60,524,1135290,0
0,Not Graduate,0,21603,269053,360,844,239514,0
0,Graduate,1,1796662,805212,120,596,2373545,0
1,Not Graduate,1,999638,234236,60,666,711256,1
0,Not Graduate,1,1645892,1545060,240,709,3697225,1
1,Not Graduate,1,134549,262590,60,572,277877,0
0,Not Graduate,1,606570,552795,120,735,1410426,1
1,Graduate,1,62039,256326,120,595,52450,0
0,Graduate,1,180434,633323,360,660,204531,1
0,Graduate,1,471270,192574,120,886,573059,1
0,Graduate,1,428348,240591,60,682,1035518,1
3,Not Graduate,1,753985,5360294,12,702,1782666,0
2,Graduate,1,717465,1256973,120,596,1428701,0
0,Graduate,1,811787,781874,360,502,1014261,0
2,Graduate,1,838833,903577,12,797,2070264,1
1,Graduate,1,952017,733542,60,786,1241744,1
3,Graduate,1,338664,494403,360,741,708910,1
0,Graduate,0,26676,1151666,12,705,386037,1
1,Graduate,1,708211,236337,12,726,2194436,1
0,Graduate,1,717067,2664522,120,841,1499766,1
0,Not Graduate,1,306955,609463,360,776,729078,1
3,Not Graduate,1,1732797,1204656,60,778,1598549,1
1,Graduate,1,1302557,2606144,120,720,1670063,1
0,Not Graduate,1,366673,883112,240,602,1000805,0
0,Graduate,1,617421,240268,36,653,973406,1
2,Graduate,1,3640500,1829483,12,429,7808188,0
1,Graduate,1,829403,2946682,60,676,1583760,1
0,Graduate,1,1001038,77147,12,614,1309829,0
3,Graduate,1,448135,488027,60,878,273609,0
0,Graduate,1,567791,723197,120,727,777832,1
0,Graduate,0,130461,414963,36,868,374816,0
3,Graduate,1,798616,155446,36,627,1088975,0
0,Graduate,1,689179,223450,36,810,1592582,1
0,Graduate,0,92870,85039,36,747,560174,1
1,Graduate,1,5000000,1404383,12,795,10594711,1
2,Not Graduate,1,753019,2134102,60,690,1977698,0
0,Graduate,1,375471,2104583,240,700,400279,1
3,Graduate,1,431800,524620,60,758,518469,0
2,Graduate,1,1362190,709217,12,724,1107096,1
0,Graduate,1,232632,1575247,360,668,335662,1
2,Graduate,1,1045981,428100,120,593,2151319,0
0,Graduate,1,408785,209131,240,838,689072,1
1,Graduate,1,164881,305371,240,561,365421,0
2,Not Graduate,1,333014,644060,360,742,628468,1
3,Graduate,1,745661,264702,240,718,599900,1
0,Graduate,1,2226928,867435,12,489,639949,0
1,Not Graduate,1,1514602,139371,36,728,1844834,1
1,Not Graduate,1,576682,423939,360,710,783582,1
0,Graduate,1,1587624,810615,36,716,2318574,1
0,Graduate,1,548299,616930,36,754,1245961,1
0,Not Graduate,1,225661,259076,60,582,445210,0
1,Graduate,0,86269,1126975,36,772,545664,0
1,Graduate,1,218655,702562,240,644,588453,0
0,Graduate,1,1373848,66903,36,674,3185616,1
2,Graduate,1,1389846,851979,360,704,633299,1
2,Not Graduate,1,360780,354265,360,819,574407,1
1,Graduate,0,177226,319667,240,699,626013,1
0,Graduate,0,2911,235643,240,633,420198,0
1,Not Graduate,1,1465300,198188,60,819,2141666,1
0,Not Graduate,1,269398,664362,360,618,714640,0
0,Graduate,1,1178307,932874,36,666,2821039,1
2,Graduate,1,254380,629809,120,822,411178,0
0,Graduate,1,1358308,1396463,36,759,1889930,1
0,Graduate,1,1706846,966469,120,652,2113815,1
0,Not Graduate,1,426909,72623,360,622,748317,0
0,Graduate,0,123336,216096,60,762,308568,1
0,Graduate,0,97952,1773417,12,595,151536,0
4,Graduate,1,1757963,151845,60,823,734671,1
0,Graduate,1,2305400,50000,60,730,2396208,1
0,Graduate,1,961886,3373461,120,643,1652377,0
0,Graduate,1,623796,726949,60,759,1172993,1
3,Not Graduate,1,936529,272922,240,888,1263254,1
1,Graduate,1,449995,231330,60,766,84203,1
0,Not Graduate,1,5000000,1013992,360,689,8982770,1
2,Graduate,1,456240,871523,60,758,938147,0
0,Graduate,1,2092606,749530,120,870,874464,1
0,Graduate,0,135989,447418,360,813,355457,0
0,Graduate,1,2616757,150154,60,704,4717472,1
0,Graduate,1,3648632,521276,60,715,4280895,1
0,Graduate,1,993304,1567739,360,755,2328222,1
1,Not Graduate,1,917424,314282,360,708,1656583,1
0,Not Graduate,1,339332,985662,360,655,562458,1
1,Graduate,1,308496,360543,36,802,650214,1
0,Graduate,0,158734,1204101,360,752,390762,0
0,Not Graduate,1,2342089,202815,240,803,3795452,1
1,Graduate,1,470446,547812,240,609,575213,0
3,Not Graduate,1,4266666,852964,240,698,5131240,1
0,Not Graduate,1,447702,275006,60,675,1027789,1
1,Graduate,1,876343,776547,240,666,177410,1
0,Graduate,1,878185,524629,36,688,1195578,1
0,Graduate,1,672510,517023,12,630,941877,0
0,Graduate,1,142192,274373,12,831,164827,0
0,Graduate,1,444516,1464965,36,667,446876,0
0,Not Graduate,0,70770,210001,12,676,231011,0
0,Graduate,1,675502,714804,12,715,1633166,1
2,Graduate,1,1213430,231143,120,804,648792,1
0,Graduate,1,1336371,505765,60,549,3248474,0
1,Graduate,1,601954,1027729,120,756,638527,1
0,Graduate,1,337748,404800,120,633,265649,0
1,Graduate,1,2517191,50000,36,613,1543090,0
1,Graduate,1,246626,140829,12,651,479408,1
0,Graduate,1,453048,62442,36,644,1292013,0
0,Graduate,1,369546,578335,240,743,306377,1
2,Graduate,1,1325322,537663,120,511,3256263,0
2,Graduate,1,2091971,380551,12,629,1003595,0
0,Graduate,1,634787,288815,60,801,997771,1
0,Not Graduate,1,876613,674098,120,814,1730854,1
2,Not Graduate,1,1027888,127093,12,663,2540661,1
0,Graduate,1,3088522,1405714,240,616,2606187,0
1,Graduate,1,176511,582520,36,653,220359,0
0,Graduate,1,1322953,210071,12,731,2810950,1
0,Not Graduate,1,985810,355606,12,765,1218642,1
1,Not Graduate,1,542166,473859,120,714,710145,1
1,Graduate,1,946930,135837,12,744,534692,1
0,Graduate,1,1319367,1056928,240,749,2990693,1
1,Graduate,1,1163019,1419011,60,713,657418,1
2,Graduate,1,4101242,607686,240,737,6734062,1
1,Graduate,1,807731,1384082,12,900,1144220,0
0,Graduate,1,745286,7648411,60,658,1583516,0
1,Graduate,1,630936,82586,240,594,1549559,0
2,Graduate,0,185136,569153,60,870,548872,0
2,Graduate,1,710947,141051,360,864,915424,1
1,Graduate,1,737165,2573344,120,870,1913639,1
0,Graduate,1,739895,691286,12,672,558524,0
2,Graduate,0,168728,268848,60,774,255230,0
1,Graduate,1,448229,416500,36,756,582414,1
0,Graduate,1,1019155,2056055,120,552,907220,0
1,Graduate,1,580683,849399,12,670,891841,0
0,Graduate,0,197341,964070,120,652,525325,0
1,Graduate,0,49199,2393050,36,669,146237,0
0,Graduate,1,535384,1403348,12,780,1530395,0
1,Graduate,1,2550664,1662790,120,643,1668013,0
3,Graduate,1,672091,476233,120,688,522757,1
2,Graduate,1,1200511,56733,60,770,1031401,1
3,Graduate,1,416654,599327,60,625,898605,0
3,Graduate,0,141090,278045,120,621,320859,0
0,Graduate,1,463425,1188954,60,658,297795,0
1,Graduate,1,131931,92012,12,713,363773,1
1,Not Graduate,1,603505,1237044,60,776,1653018,1
2,Graduate,1,2361759,652483,12,721,4548779,1
0,Graduate,1,353547,769732,12,496,518447,0
4,Graduate,1,135288,1003256,12,694,557776,0
1,Not Graduate,1,2422245,525200,12,714,5661282,1
2,Graduate,1,498678,387321,120,662,1318736,1
0,Graduate,1,720290,1681130,240,700,428578,1
0,Graduate,1,1370414,977896,240,615,836526,0
2,Graduate,0,14968,1076085,12,616,117451,0
0,Not Graduate,1,1329628,497561,240,635,3419109,0
2,Graduate,1,1499051,602914,12,679,1695103,1
0,Not Graduate,1,180431,533257,240,647,124315,0
1,Graduate,1,235277,94451,360,784,751122,1
0,Graduate,1,1861579,135791,36,756,725023,1
1,Graduate,1,390275,477737,60,789,971886,1
1,Graduate,1,425867,82666,240,715,1281901,1
0,Graduate,1,265594,484010,12,655,399608,0
0,Graduate,1,527572,220960,60,692,471102,1
0,Graduate,1,551582,500830,60,699,1214730,1
1,Not Graduate,1,344562,640499,120,764,762537,1
1,Graduate,1,314121,84270,120,679,448087,1
2,Graduate,1,941218,747938,240,691,1266248,1
1,Graduate,1,382263,344709,120,670,1057508,1
1,Graduate,1,449077,52954,12,762,652757,1
0,Graduate,1,126877,340823,120,899,345155,1
0,Graduate,1,3438549,789908,36,783,3547137,1
0,Not Graduate,1,1549525,360165,240,698,3624358,1
3,Graduate,1,490978,338862,60,759,820486,1
2,Graduate,1,355306,630246,360,546,528825,0
0,Graduate,1,735798,334622,60,711,2142482,1
1,Not Graduate,1,719831,413679,36,691,1490681,1
2,Graduate,0,93929,143420,12,708,427114,1
1,Graduate,1,94804,321809,60,780,554262,1
0,Not Graduate,1,478848,3555759,36,628,1114647,0
0,Not Graduate,1,208835,645909,120,819,512749,1
1,Graduate,1,836602,707239,240,771,541175,1
3,Not Graduate,1,841099,284169,36,776,498302,1
1,Graduate,1,334847,364146,36,710,451045,0
0,Graduate,1,475600,429989,120,690,900210,1
0,Graduate,1,2988951,1295228,12,702,3102947,1
2,Not Graduate,1,1356071,1792009,360,690,1335649,1
2,Graduate,1,507980,343056,360,711,860170,1
1,Graduate,1,4563349,527857,120,740,2131653,1
1,Not Graduate,1,279973,427182,120,818,322551,1
0,Graduate,1,380729,1158183,60,659,595518,1
2,Graduate,1,667696,863359,360,723,1295685,1
2,Graduate,1,214313,493879,36,604,462608,0
0,Graduate,1,3054869,1483101,36,738,2861050,1
2,Graduate,1,844518,907195,120,568,1180422,0
0,Not Graduate,1,387720,249914,120,633,252935,0
0,Graduate,1,1043644,544820,36,681,1764248,1
0,Graduate,0,133647,452924,36,575,410334,0
0,Graduate,1,571648,201214,36,644,609087,0
0,Graduate,1,277392,431356,12,774,506514,0
1,Graduate,1,231198,1688054,120,520,170282,0
1,Graduate,1,4195154,1615107,120,723,2295057,1
1,Graduate,1,247165,1346810,60,780,153451,0
0,Not Graduate,1,2837325,1177782,60,872,7392724,1
0,Graduate,1,371087,665293,240,628,1009091,0
1,Graduate,1,1372337,296154,36,711,3289865,1
0,Not Graduate,1,1058482,949563,36,821,1111843,1
0,Not Graduate,1,1242125,104158,240,636,3004674,0
2,Graduate,1,1310096,275989,120,736,3368933,1
2,Not Graduate,1,200937,1631085,36,806,492934,0
2,Graduate,1,424608,330348,60,812,748666,1
1,Graduate,1,244155,1024767,12,704,416298,0
0,Graduate,1,848682,375848,360,696,1473025,1
1,Graduate,0,197004,936746,120,675,633157,0
0,Not Graduate,1,149516,115833,12,706,618205,1
1,Graduate,1,603208,1927624,12,859,387268,0
0,Graduate,0,150207,177024,240,742,152185,0
2,Graduate,1,897160,138436,12,546,431409,0
0,Graduate,0,186245,1826772,36,685,425112,0
3,Graduate,1,372330,538843,240,898,955331,1
2,Graduate,1,117673,397819,60,737,218900,0
1,Graduate,1,2730736,2591237,12,673,2967701,0
2,Not Graduate,1,226311,1122514,36,535,268114,0
1,Graduate,0,131083,344723,36,822,256668,0
2,Graduate,1,173964,472415,60,900,420335,0
1,Graduate,1,373796,1581542,240,789,893256,1
2,Graduate,1,2962243,206163,240,709,4442620,1
1,Not Graduate,1,925400,2288612,240,651,335157,1
3,Not Graduate,1,408846,346847,60,705,617983,1
1,Graduate,1,709745,226049,60,685,672813,0
1,Graduate,1,465819,1602240,60,782,730563,0
2,Graduate,1,677431,1126477,240,769,568847,1
2,Graduate,1,1322580,91437,12,735,1355511,1
1,Graduate,1,559680,485616,60,745,261229,1
0,Not Graduate,1,869777,178939,60,637,2069865,0
1,Not Graduate,0,100523,1200607,240,852,587026,0
3,Graduate,1,561902,3016517,60,630,1296842,0
2,Not Graduate,1,404844,925157,12,658,973302,0
2,Not Graduate,1,479190,252794,240,779,1011813,1
0,Not Graduate,0,128959,1315780,60,680,556961,0
1,Not Graduate,1,1364001,513828,60,715,2327523,1
1,Graduate,1,293538,501929,120,700,143613,1
2,Graduate,0,196827,332603,120,761,743742,1
0,Not Graduate,1,399377,599999,36,621,737525,0
2,Not Graduate,1,1383271,503341,36,765,454260,1
1,Not Graduate,1,500337,50000,60,600,669423,0
0,Graduate,1,4242821,554524,120,891,6749219,1
0,Graduate,1,868322,470891,36,650,571089,1
0,Graduate,1,1877773,764378,240,697,1911977,1
1,Graduate,1,323939,72639,120,606,512883,0
0,Graduate,1,736288,901668,12,645,476048,0
0,Graduate,0,182488,556046,12,546,411075,0
2,Graduate,1,319131,886587,12,644,202515,0
0,Graduate,1,741384,105965,12,672,1497240,1
0,Graduate,0,75510,157200,120,814,258229,1
1,Graduate,1,561316,82868,240,813,1191441,1
1,Graduate,1,369017,625506,12,754,1031274,1
2,Graduate,1,3085942,382670,240,574,7816540,0
1,Not Graduate,1,285673,467897,36,713,536218,0
2,Graduate,1,826299,134262,36,756,978948,1
1,Graduate,1,413899,161162,60,613,972341,0
0,Not Graduate,1,344735,50000,120,616,713535,0
0,Graduate,1,1320242,140709,12,706,826943,1
1,Graduate,1,618820,282085,240,818,719765,1
0,Graduate,1,1009241,297048,240,774,944499,1
2,Not Graduate,1,120076,505031,360,593,228654,0
1,Graduate,1,1090880,1157334,120,744,433878,1
0,Not Graduate,1,409840,271310,36,766,587946,1
0,Not Graduate,0,184245,880979,120,688,680453,0
0,Graduate,0,89095,1176743,240,654,558612,0
1,Graduate,1,1179747,1706641,120,681,370809,1
1,Graduate,0,94167,881857,360,818,643371,0
1,Graduate,0,28511,581454,36,702,489471,0
0,Graduate,1,889180,183498,36,785,2277668,1
1,Not Graduate,1,385042,709637,360,699,827945,1
2,Graduate,0,88053,370908,12,768,450806,0
0,Graduate,1,423922,2140366,12,900,1126620,0
1,Not Graduate,1,488804,592004,360,553,1318887,0
3,Graduate,1,266688,460482,12,672,368137,0
0,Graduate,1,335703,2226470,36,767,313077,0
1,Graduate,1,1492060,333575,240,592,1898838,0
0,Graduate,1,951371,538640,12,772,1396412,1
1,Graduate,1,487765,4030464,120,808,856201,0
0,Not Graduate,1,320479,705199,240,569,583696,0
3,Graduate,0,57208,1664671,360,816,525543,0
2,Graduate,1,189647,2430943,60,634,154207,0
2,Graduate,1,807182,311183,12,848,1248101,1
2,Graduate,1,1554053,1340797,60,718,2792028,1
1,Graduate,1,4845583,387414,12,761,2208444,1
1,Graduate,0,132121,4155482,240,608,370328,0
2,Not Graduate,1,1503102,2288991,60,619,3163895,0
3,Graduate,1,414252,1136305,36,594,868950,0
1,Not Graduate,1,295739,1535854,12,688,344510,0
3,Graduate,1,295635,269522,360,691,808043,1
1,Not Graduate,1,816341,3010292,360,828,772853,1
1,Graduate,1,346405,218735,120,662,340761,1
1,Graduate,1,448885,811819,60,677,853665,0
0,Graduate,1,512819,264617,360,737,1220257,1
0,Not Graduate,0,177178,1277464,120,779,167365,0
0,Not Graduate,1,380762,3094304,60,683,614739,0
1,Graduate,1,104471,848769,240,811,204623,0
0,Graduate,1,781962,740500,120,669,1793209,1
1,Graduate,1,769993,482329,12,645,1160154,0
4,Not Graduate,1,385433,597471,36,763,632862,0
0,Not Graduate,0,64511,386258,240,525,172000,0
1,Not Graduate,1,2230030,2767206,60,756,530421,1
0,Not Graduate,1,743306,1195378,12,747,2048940,1
0,Not Graduate,1,2114240,381776,60,750,878694,0
2,Graduate,1,4371013,574005,120,719,6716003,1
1,Not Graduate,1,5000000,9977971,120,826,10122495,1
2,Graduate,1,281929,709384,36,762,956591,1
0,Not Graduate,1,283098,2310446,120,778,269505,0
1,Graduate,1,511169,303592,240,841,473392,1
0,Graduate,1,808529,867696,60,721,1949678,1
0,Graduate,1,2595582,289381,60,819,752543,1
0,Graduate,1,1204762,316376,240,661,1394047,1
0,Graduate,1,278554,1195101,120,793,526567,0
0,Graduate,1,447161,220666,120,738,504337,1
0,Graduate,1,705315,164055,240,689,1106516,1
4,Graduate,1,221609,1072204,36,783,311640,0
0,Graduate,1,737436,331642,12,624,1478894,0
0,Graduate,1,281884,408398,12,627,931422,0
0,Not Graduate,1,194740,89222,120,679,224977,1
1,Not Graduate,1,341947,151858,360,698,687730,1
0,Graduate,1,1013395,673793,12,707,1808548,1
2,Not Graduate,0,160979,427805,12,799,369257,0
3,Graduate,1,788054,1341334,360,680,517334,1
0,Graduate,0,197769,219757,12,813,549226,1
1,Graduate,1,1481353,457685,120,748,1112362,1
0,Graduate,1,858983,566076,60,702,608617,1
1,Graduate,1,769199,440590,120,629,677563,0
1,Not Graduate,1,809067,982158,120,561,2122705,0
0,Graduate,1,648154,182448,360,720,1168143,1
0,Graduate,1,128094,901933,36,551,514748,0
1,Not Graduate,1,1809186,1688086,36,845,1451302,1
1,Graduate,1,1002510,237201,120,802,1307007,1
0,Graduate,0,127109,806669,240,672,523218,0
1,Graduate,1,2285860,772492,240,626,2729998,0
1,Graduate,1,454983,973630,36,604,1038866,0
2,Graduate,0,91395,541171,360,663,593439,0
0,Graduate,1,1654253,2231740,36,687,1982514,0
2,Graduate,1,869880,4458341,60,557,1260266,0
1,Graduate,1,2122914,1009619,36,663,4222395,1
0,Graduate,1,550354,739635,360,676,1430502,1
1,Graduate,1,2821949,547862,12,791,6714347,1
1,Graduate,1,391506,145286,120,732,857332,1
3,Not Graduate,1,2092976,129649,120,662,2438920,1
0,Graduate,0,167200,170422,360,662,656527,1
1,Graduate,1,302502,704849,120,612,750968,0
0,Graduate,1,925762,445641,360,798,1444525,1
3,Graduate,1,529476,2488315,60,707,1168560,0
0,Graduate,1,687076,50000,60,703,2022465,1
3,Graduate,1,754130,562826,12,655,1996597,0
3,Not Graduate,1,281328,833500,120,618,531276,0
0,Graduate,1,298718,1326008,12,757,342941,0
2,Graduate,1,878259,623636,36,795,1953480,1
4,Graduate,0,178127,778243,120,653,214208,0
0,Not Graduate,1,2132545,644372,12,574,4565054,0
1,Graduate,1,625584,838820,60,733,394461,1
1,Graduate,0,94384,530045,360,587,241567,0
0,Graduate,1,1039532,4484683,60,788,1940403,0
0,Graduate,1,450931,963034,60,624,646359,0
0,Graduate,1,149602,658282,360,784,184196,1
0,Not Graduate,1,1882202,258299,12,690,2052858,1
1,Graduate,1,333324,383734,12,803,190640,0
0,Graduate,1,528074,2446381,12,607,1469086,0
2,Not Graduate,1,646498,50000,240,569,667248,1
2,Graduate,1,700248,571945,120,719,366231,1
0,Graduate,1,1574686,527063,240,812,1799540,1
1,Graduate,1,732822,890986,240,752,821915,1
1,Graduate,1,658761,704480,360,699,471003,1
3,Graduate,1,1647492,2460342,36,742,1726699,0
0,Graduate,1,1179406,596125,36,576,2576359,0
0,Not Graduate,0,24751,506810,60,747,475476,0
3,Not Graduate,1,291348,1399731,360,711,400241,0
3,Graduate,1,377392,2502575,240,665,895778,0
2,Graduate,1,701253,1073942,36,575,1701383,0
2,Graduate,1,269185,1485918,240,764,451750,0
0,Graduate,1,784343,434780,120,644,2042334,0
1,Graduate,1,657790,612561,240,630,666063,0
0,Not Graduate,1,95414,2387439,60,879,247679,0
0,Graduate,1,236820,915029,12,732,608678,0
2,Not Graduate,0,138734,424204,60,627,386594,0
0,Graduate,1,553976,558243,240,791,665859,1
1,Graduate,1,1722368,1524460,360,705,597035,1
3,Graduate,1,160728,1666484,240,808,541326,0
0,Graduate,1,253259,232784,12,580,264856,0
3,Not Graduate,1,639863,776530,60,732,1782747,1
4,Not Graduate,1,311451,536143,60,664,998011,1
1,Graduate,1,310227,506087,240,698,696952,1
0,Graduate,1,1124979,2043772,120,841,1872073,1
0,Graduate,1,490943,426113,360,750,1615302,1
1,Graduate,1,222041,303890,360,542,605699,0
0,Graduate,1,137286,239188,36,751,247533,0
0,Graduate,1,4268300,453818,240,587,6483018,0
3,Graduate,0,2639,259044,240,657,312818,0
0,Graduate,1,508232,227571,360,664,956390,1
2,Not Graduate,1,782529,221910,36,729,708149,1
0,Graduate,1,493449,235497,12,714,1001131,1
1,Graduate,1,1097302,252500,240,667,1224913,1
3,Graduate,1,368290,805366,120,691,1070810,0
0,Graduate,1,472343,76116,12,850,1285109,1
0,Graduate,1,1050020,267867,12,708,1286431,1
1,Graduate,1,2333984,488878,12,555,3457174,0
2,Not Graduate,0,176158,1704231,240,602,468356,0
1,Not Graduate,1,1957406,422554,360,624,980291,0
0,Not Graduate,1,568107,463553,12,891,963701,1
0,Graduate,1,443118,494871,60,626,470773,0
3,Graduate,1,154708,87230,240,631,589507,0
3,Graduate,1,772786,1044546,240,725,1701681,1
1,Graduate,1,987802,1001912,36,837,973255,1
2,Graduate,1,573776,1220164,360,680,478272,1
1,Graduate,1,391851,6621603,12,652,432178,0
1,Graduate,1,1972323,147484,240,825,748244,0
0,Graduate,1,1209168,122024,360,715,1353707,1
1,Not Graduate,1,2084960,1094564,120,728,1420391,1
1,Graduate,1,340148,385582,120,783,643453,1
0,Not Graduate,1,413913,201666,360,720,896398,1
1,Graduate,1,1909862,407353,240,771,3598347,1
2,Graduate,1,702304,291168,240,671,1414472,1
1,Graduate,1,462645,3032133,120,657,1157693,0
