loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,bank_asset_value,loan_status
3204,5,Not Graduate,1,9200000,34200000,4,565,12300000,Approved
3205,2,Not Graduate,0,5300000,10900000,6,647,3200000,Approved
3206,3,Graduate,0,4700000,10900000,2,626,5200000,Approved
3207,0,Not Graduate,0,6500000,24700000,6,554,9600000,Approved
3208,4,Graduate,1,3200000,11500000,20,864,4100000,Approved
3209,4,Graduate,0,4600000,12500000,6,406,6800000,Rejected
3210,5,Graduate,0,700000,1800000,10,650,300000,Approved
3211,5,Not Graduate,1,7600000,16500000,8,534,8300000,Rejected
3212,4,Graduate,0,1200000,2600000,8,872,900000,Approved
3213,2,Graduate,0,5100000,16500000,12,845,5700000,Approved
3214,1,Not Graduate,1,4300000,16300000,14,792,4000000,Rejected
3215,4,Graduate,0,300000,1200000,18,544,100000,Rejected
3216,2,Graduate,1,4000000,13000000,10,552,3400000,Approved
3217,5,Not Graduate,0,3900000,14900000,12,837,3600000,Approved
3218,0,Not Graduate,1,6900000,21300000,18,845,6600000,Approved
3219,4,Not Graduate,1,7000000,24100000,10,677,6300000,Approved
3220,1,Graduate,0,6300000,18300000,20,430,9200000,Rejected
3221,3,Graduate,1,8900000,22500000,12,887,9500000,Approved
3222,0,Not Graduate,1,5700000,19400000,8,544,5800000,Rejected
3223,4,Not Graduate,1,5200000,18300000,10,355,3400000,Rejected
3224,4,Graduate,0,7400000,17500000,4,540,3600000,Rejected
3225,5,Graduate,0,6500000,16000000,14,444,7900000,Rejected
3226,3,Graduate,0,6200000,14900000,14,567,8800000,Approved
3227,5,Not Graduate,1,2400000,6500000,20,513,2600000,Rejected
3228,0,Not Graduate,0,2500000,7100000,10,590,2600000,Approved
3229,2,Graduate,1,2700000,8500000,20,368,2100000,Rejected
3230,5,Not Graduate,0,3000000,7600000,6,413,1700000,Rejected
3231,4,Graduate,1,6100000,13600000,4,401,3900000,Rejected
3232,3,Graduate,0,1500000,5400000,18,687,1700000,Approved
3233,2,Graduate,0,6500000,14100000,14,577,3900000,Approved
3234,4,Not Graduate,0,200000,700000,10,576,300000,Approved
3235,1,Not Graduate,0,9900000,23400000,16,687,8200000,Approved
3236,4,Graduate,0,5500000,11600000,12,474,5600000,Rejected
3237,4,Graduate,0,1200000,4400000,6,709,1700000,Approved
3238,4,Graduate,1,6900000,20200000,18,438,5700000,Rejected
3239,3,Graduate,1,8000000,25300000,4,306,6600000,Approved
3240,3,Not Graduate,1,4100000,13900000,20,383,3800000,Rejected
3241,2,Graduate,0,1400000,4700000,20,563,1400000,Approved
3242,4,Not Graduate,1,1600000,3200000,20,371,1000000,Rejected
3243,1,Graduate,0,2100000,4200000,12,379,2500000,Rejected
3244,1,Not Graduate,0,8800000,30200000,18,897,11100000,Approved
3245,3,Not Graduate,1,7100000,25400000,10,725,8600000,Approved
3246,1,Not Graduate,0,8600000,31500000,16,678,5300000,Approved
3247,2,Not Graduate,1,5400000,14800000,6,724,5400000,Approved
3248,3,Graduate,1,1000000,2500000,6,808,500000,Approved
3249,0,Graduate,0,5400000,18400000,8,625,4800000,Approved
3250,2,Graduate,0,4200000,16800000,4,771,5800000,Approved
3251,2,Not Graduate,0,7500000,22400000,14,695,9400000,Approved
3252,4,Graduate,0,1200000,3300000,2,564,1100000,Approved
3253,4,Graduate,1,6300000,14500000,10,349,5700000,Rejected
3254,4,Graduate,1,300000,900000,4,797,400000,Approved
3255,3,Graduate,0,7400000,28800000,8,391,7200000,Rejected
3256,5,Not Graduate,0,2200000,5400000,12,833,1600000,Approved
3257,5,Graduate,0,4000000,9100000,10,515,5500000,Rejected
3258,4,Graduate,1,2700000,10400000,16,671,4000000,Approved
3259,0,Not Graduate,1,2000000,6900000,4,404,3000000,Approved
3260,4,Not Graduate,0,6400000,14800000,6,537,6500000,Rejected
3261,5,Not Graduate,1,1400000,5100000,4,348,1300000,Approved
3262,0,Not Graduate,1,2800000,6300000,12,647,2300000,Approved
3263,2,Not Graduate,1,8200000,28700000,14,316,4300000,Rejected
3264,3,Not Graduate,0,9000000,26700000,14,638,5200000,Approved
3265,5,Not Graduate,1,800000,2100000,12,363,900000,Rejected
3266,4,Not Graduate,1,6100000,21200000,6,808,6100000,Approved
3267,4,Not Graduate,1,2400000,9400000,2,871,3500000,Approved
3268,4,Graduate,1,6000000,17000000,12,607,3900000,Approved
3269,2,Not Graduate,1,7900000,22500000,6,571,8100000,Approved
3270,3,Graduate,1,9500000,25700000,18,446,10100000,Rejected
3271,3,Not Graduate,1,1800000,6400000,20,436,1300000,Rejected
3272,3,Not Graduate,1,5800000,14100000,12,738,8400000,Approved
3273,3,Graduate,0,2800000,9400000,10,519,1500000,Rejected
3274,3,Graduate,1,4000000,8300000,8,531,5900000,Rejected
3275,1,Not Graduate,0,1000000,3400000,18,578,1200000,Approved
3276,0,Graduate,0,9100000,21100000,20,578,5600000,Approved
3277,0,Graduate,0,4600000,18100000,14,442,3300000,Rejected
3278,2,Not Graduate,0,7800000,16900000,6,751,11700000,Approved
3279,4,Graduate,1,6600000,18800000,10,353,6200000,Rejected
3280,5,Not Graduate,0,9800000,26600000,12,664,14100000,Approved
3281,1,Graduate,0,7400000,26600000,18,505,3900000,Rejected
3282,3,Graduate,1,4300000,16600000,10,571,5800000,Approved
3283,2,Not Graduate,1,9800000,34600000,16,754,6100000,Approved
3284,5,Not Graduate,0,1100000,3900000,20,858,1100000,Approved
3285,3,Graduate,1,8600000,21800000,20,641,9100000,Approved
3286,0,Not Graduate,1,9400000,35500000,16,592,5800000,Approved
3287,3,Graduate,1,5300000,20300000,14,432,5900000,Rejected
3288,1,Not Graduate,1,8700000,33800000,18,558,5900000,Approved
3289,3,Graduate,1,4800000,14200000,12,547,2400000,Rejected
3290,4,Not Graduate,0,4400000,9800000,18,732,4400000,Approved
3291,1,Graduate,1,5400000,19300000,12,784,6500000,Approved
3292,5,Not Graduate,1,8400000,31900000,10,605,9100000,Approved
3293,1,Graduate,1,5400000,19500000,18,688,3500000,Approved
3294,3,Not Graduate,1,9400000,32100000,10,617,11400000,Approved
3295,0,Not Graduate,1,800000,2400000,4,518,500000,Approved
3296,0,Not Graduate,0,3800000,14800000,10,390,4600000,Rejected
3297,4,Graduate,0,3100000,6300000,4,370,2800000,Rejected
3298,3,Not Graduate,1,6000000,21300000,4,802,7600000,Approved
3299,2,Not Graduate,1,6800000,15500000,12,338,8500000,Rejected
3300,5,Not Graduate,0,5200000,11700000,6,658,5600000,Approved
3301,0,Not Graduate,0,1900000,6700000,12,595,1700000,Approved
3302,5,Graduate,1,3600000,8500000,20,594,4500000,Approved
3303,3,Graduate,1,1500000,4100000,14,611,2100000,Approved
3304,3,Not Graduate,0,2000000,5800000,8,799,1000000,Approved
3305,5,Graduate,0,9200000,18600000,20,497,10700000,Rejected
3306,0,Not Graduate,1,6100000,15900000,18,456,8800000,Rejected
3307,5,Not Graduate,0,300000,500000,8,396,200000,Rejected
3308,1,Graduate,0,800000,2300000,10,770,1100000,Approved
3309,0,Not Graduate,0,3300000,9000000,16,797,3300000,Approved
3310,1,Not Graduate,0,5800000,18700000,20,586,6000000,Approved
3311,5,Not Graduate,0,8500000,23400000,16,604,4800000,Approved
3312,0,Not Graduate,1,4100000,12800000,8,799,2700000,Approved
3313,2,Graduate,0,7800000,26400000,4,763,6700000,Approved
3314,0,Graduate,0,7500000,23000000,14,725,7100000,Approved
3315,2,Graduate,0,2300000,8800000,18,336,1500000,Rejected
3316,4,Graduate,1,600000,2300000,6,495,300000,Rejected
3317,1,Not Graduate,0,2900000,11500000,20,431,3100000,Rejected
3318,5,Not Graduate,0,900000,2200000,2,415,700000,Rejected
3319,5,Graduate,1,9000000,20400000,6,451,9000000,Rejected
3320,1,Not Graduate,0,4800000,14300000,4,489,3600000,Rejected
3321,1,Graduate,0,1600000,4600000,12,415,1500000,Rejected
3322,3,Not Graduate,0,2600000,8100000,12,425,2200000,Rejected
3323,4,Graduate,1,1800000,4600000,14,453,1600000,Rejected
3324,5,Graduate,1,4400000,11800000,20,634,4300000,Approved
3325,2,Not Graduate,0,200000,300000,20,519,300000,Rejected
3326,4,Not Graduate,1,800000,2100000,6,353,1200000,Rejected
3327,3,Graduate,0,1500000,3200000,4,767,1400000,Approved
3328,0,Not Graduate,1,7700000,16900000,14,473,6400000,Rejected
3329,5,Graduate,1,7200000,21300000,2,801,7200000,Approved
3330,4,Graduate,0,1000000,2300000,16,543,1000000,Rejected
3331,1,Graduate,0,6300000,17200000,12,714,8500000,Approved
3332,3,Graduate,0,1900000,4100000,12,830,2100000,Approved
3333,5,Graduate,0,4400000,15300000,4,401,2400000,Approved
3334,0,Not Graduate,0,9100000,26400000,6,518,5700000,Rejected
3335,2,Graduate,1,900000,2300000,20,367,1300000,Rejected
3336,0,Graduate,1,4600000,12000000,12,493,3600000,Rejected
3337,2,Graduate,1,9400000,22700000,14,505,11500000,Rejected
3338,5,Graduate,0,6900000,26500000,16,322,9400000,Rejected
3339,2,Graduate,0,300000,900000,8,735,100000,Approved
3340,5,Graduate,1,1900000,6700000,2,622,1700000,Approved
3341,4,Graduate,1,4400000,16400000,6,513,5700000,Rejected
3342,4,Not Graduate,1,1200000,4100000,16,585,900000,Approved
3343,1,Graduate,1,1000000,3000000,10,813,800000,Approved
3344,0,Graduate,0,3100000,10400000,18,622,1600000,Approved
3345,1,Graduate,1,2100000,6300000,16,899,2200000,Approved
3346,0,Not Graduate,0,2100000,4700000,2,459,1200000,Rejected
3347,4,Graduate,0,9400000,33300000,18,369,7200000,Rejected
3348,2,Not Graduate,0,9700000,37700000,6,601,11800000,Approved
3349,4,Graduate,0,1400000,2700000,18,703,900000,Approved
3350,2,Not Graduate,0,4700000,14600000,20,597,6800000,Approved
3351,3,Not Graduate,1,4100000,13300000,10,670,6100000,Approved
3352,4,Not Graduate,1,1200000,2800000,6,366,1400000,Rejected
3353,5,Not Graduate,0,7900000,27800000,16,857,10600000,Approved
3354,2,Not Graduate,0,6600000,15000000,16,401,3300000,Rejected
3355,0,Not Graduate,0,2200000,8800000,4,437,2000000,Approved
3356,3,Not Graduate,0,5500000,17600000,8,882,3100000,Approved
3357,4,Graduate,0,5100000,15500000,8,392,6700000,Rejected
3358,2,Not Graduate,1,3900000,7700000,10,421,2100000,Rejected
3359,5,Graduate,0,200000,400000,6,722,100000,Approved
3360,4,Graduate,0,5800000,14700000,10,692,3900000,Approved
3361,5,Not Graduate,0,8300000,20700000,2,537,7800000,Rejected
3362,5,Graduate,1,2600000,5500000,8,676,1300000,Approved
3363,1,Graduate,0,2100000,8100000,6,817,2900000,Approved
3364,4,Not Graduate,0,3900000,10800000,20,433,2300000,Rejected
3365,1,Graduate,1,5200000,16300000,6,524,4600000,Rejected
3366,3,Not Graduate,1,7800000,24400000,20,490,4100000,Rejected
3367,3,Not Graduate,1,5400000,14300000,4,595,4900000,Approved
3368,2,Not Graduate,0,2900000,11000000,2,835,1400000,Approved
3369,4,Graduate,0,7100000,28300000,6,850,9700000,Approved
3370,1,Graduate,1,800000,2500000,4,409,900000,Approved
3371,5,Graduate,1,3400000,12800000,10,760,4600000,Approved
3372,1,Graduate,1,6800000,17600000,14,344,7700000,Rejected
3373,4,Graduate,1,7000000,27100000,12,881,9500000,Approved
3374,0,Graduate,1,9300000,24500000,10,600,5400000,Approved
3375,2,Graduate,0,7500000,19900000,10,790,5900000,Approved
3376,3,Graduate,1,8000000,31200000,20,392,6000000,Rejected
3377,5,Graduate,1,1600000,4100000,2,748,1000000,Approved
3378,1,Graduate,1,6700000,18800000,6,798,6100000,Approved
3379,3,Not Graduate,0,3800000,11400000,4,323,4400000,Approved
3380,1,Not Graduate,1,2700000,5400000,6,413,2600000,Rejected
3381,3,Graduate,0,1300000,2900000,8,733,1800000,Approved
3382,4,Not Graduate,0,3400000,10500000,16,543,4500000,Rejected
3383,3,Graduate,0,3400000,10900000,14,757,3000000,Approved
3384,5,Graduate,1,2400000,6800000,8,464,1900000,Rejected
3385,0,Not Graduate,0,1900000,6900000,4,749,2200000,Approved
3386,4,Graduate,0,700000,2200000,6,680,300000,Approved
3387,1,Not Graduate,0,6900000,20900000,4,574,5200000,Approved
3388,5,Graduate,1,300000,800000,18,774,400000,Approved
3389,3,Not Graduate,0,6000000,18700000,10,387,6700000,Rejected
3390,1,Not Graduate,0,4300000,16400000,20,397,5700000,Rejected
3391,4,Graduate,0,5800000,13500000,14,816,7900000,Approved
3392,2,Graduate,1,3300000,6700000,8,845,3200000,Approved
3393,2,Not Graduate,0,400000,1500000,4,743,300000,Approved
3394,5,Not Graduate,0,300000,600000,4,418,200000,Rejected
3395,1,Not Graduate,0,4200000,10700000,6,466,4700000,Rejected
3396,2,Not Graduate,1,600000,2300000,12,335,400000,Rejected
3397,5,Not Graduate,1,4400000,15200000,6,446,5800000,Rejected
3398,0,Graduate,1,9200000,29400000,2,868,5300000,Approved
3399,2,Graduate,1,6900000,25300000,4,763,5500000,Approved
3400,5,Not Graduate,1,5100000,13700000,14,527,4700000,Rejected
3401,4,Graduate,0,3400000,12700000,2,741,3700000,Approved
3402,4,Not Graduate,1,8600000,26800000,12,802,11700000,Approved
3403,3,Not Graduate,1,9200000,28900000,8,538,4900000,Rejected
3404,5,Graduate,1,4800000,16300000,4,523,2800000,Approved
3405,4,Not Graduate,0,2800000,8300000,14,381,1500000,Rejected
3406,1,Graduate,1,3400000,7000000,4,534,4000000,Rejected
3407,5,Not Graduate,1,800000,2200000,14,574,1100000,Approved
3408,1,Not Graduate,0,4100000,11100000,6,405,5900000,Rejected
3409,0,Not Graduate,0,1900000,3800000,16,542,2100000,Rejected
3410,5,Graduate,1,6700000,25400000,14,820,3900000,Approved
3411,0,Graduate,0,5200000,13400000,2,505,6200000,Rejected
3412,3,Graduate,1,6700000,16400000,2,508,9200000,Rejected
3413,1,Not Graduate,1,4700000,15000000,20,835,3800000,Approved
3414,0,Not Graduate,0,6000000,22000000,12,826,7000000,Approved
3415,5,Not Graduate,1,6500000,18900000,12,427,7800000,Rejected
3416,3,Graduate,0,500000,2000000,12,890,400000,Approved
3417,4,Not Graduate,0,5700000,13300000,2,333,8200000,Rejected
3418,4,Not Graduate,1,6800000,20000000,12,679,6600000,Approved
3419,5,Not Graduate,0,3100000,12300000,18,805,2800000,Approved
3420,3,Not Graduate,0,5100000,11000000,16,826,2700000,Approved
3421,1,Not Graduate,1,6300000,23900000,10,844,4500000,Approved
3422,5,Graduate,1,4400000,14100000,10,663,2600000,Approved
3423,1,Not Graduate,0,8100000,21900000,6,884,6600000,Approved
3424,1,Not Graduate,0,1100000,3700000,2,508,1300000,Approved
3425,0,Graduate,1,2400000,6900000,4,581,3400000,Approved
3426,3,Graduate,1,7000000,26300000,12,481,9900000,Rejected
3427,1,Graduate,1,8700000,30000000,12,543,12700000,Rejected
3428,0,Not Graduate,1,3500000,12600000,10,448,3600000,Rejected
3429,1,Graduate,1,1600000,5300000,4,713,1300000,Approved
3430,5,Not Graduate,1,7800000,17300000,16,493,9300000,Rejected
3431,2,Not Graduate,0,3700000,9200000,10,819,3100000,Approved
3432,4,Graduate,0,400000,1400000,18,827,600000,Approved
3433,0,Not Graduate,0,4800000,15700000,10,398,6400000,Rejected
3434,0,Graduate,1,2900000,7500000,18,692,4000000,Approved
3435,5,Graduate,1,5000000,14600000,18,509,4900000,Rejected
3436,0,Graduate,1,7600000,18100000,16,439,10600000,Rejected
3437,1,Graduate,0,3000000,9400000,4,622,2000000,Approved
3438,3,Not Graduate,1,200000,700000,18,526,0,Rejected
3439,5,Not Graduate,1,6800000,19000000,8,865,6300000,Approved
3440,5,Not Graduate,1,9700000,27400000,2,328,7900000,Rejected
3441,0,Graduate,1,1200000,4200000,4,768,1500000,Approved
3442,5,Not Graduate,1,7400000,24000000,16,854,8700000,Approved
3443,4,Graduate,0,6900000,20800000,4,839,7400000,Approved
3444,0,Not Graduate,1,9100000,23300000,18,414,6400000,Rejected
3445,0,Graduate,1,1300000,4700000,16,530,800000,Rejected
3446,3,Graduate,0,6600000,14600000,10,841,6000000,Approved
3447,3,Not Graduate,1,1800000,5700000,14,670,2700000,Approved
3448,5,Not Graduate,1,8200000,20900000,14,726,8400000,Approved
3449,4,Not Graduate,0,2800000,8300000,14,352,3700000,Rejected
3450,1,Graduate,1,7000000,16000000,4,554,7900000,Approved
3451,4,Graduate,0,700000,1800000,18,728,600000,Approved
3452,0,Not Graduate,0,7400000,25500000,6,463,8400000,Rejected
3453,5,Not Graduate,1,2300000,5000000,10,431,2900000,Rejected
3454,1,Graduate,1,600000,1900000,8,445,300000,Rejected
3455,5,Graduate,0,1000000,3000000,4,896,1100000,Approved
3456,1,Not Graduate,1,2200000,5200000,8,420,2300000,Rejected
3457,1,Not Graduate,0,8000000,30900000,2,315,7300000,Approved
3458,4,Not Graduate,0,8600000,20900000,10,867,9900000,Approved
3459,3,Not Graduate,1,7500000,26000000,2,342,11200000,Approved
3460,5,Not Graduate,1,5200000,11800000,18,711,4500000,Approved
3461,2,Not Graduate,0,7900000,20900000,2,723,7100000,Approved
3462,1,Graduate,1,4200000,11300000,4,704,4000000,Approved
3463,0,Graduate,0,6500000,20200000,16,842,9600000,Approved
3464,0,Graduate,1,7400000,15200000,12,600,4100000,Approved
3465,3,Not Graduate,0,9100000,25600000,12,688,11100000,Approved
3466,0,Not Graduate,0,800000,2300000,16,739,400000,Approved
3467,1,Graduate,1,800000,2800000,10,798,400000,Approved
3468,5,Graduate,1,4100000,9900000,4,319,5500000,Rejected
3469,5,Graduate,1,4200000,8700000,6,583,2500000,Approved
3470,3,Graduate,1,4800000,11500000,12,535,5400000,Rejected
3471,3,Not Graduate,1,8300000,25900000,8,696,7100000,Approved
3472,4,Not Graduate,0,7600000,23900000,8,672,6700000,Approved
3473,4,Graduate,0,5100000,12300000,20,410,5600000,Rejected
3474,5,Graduate,0,3600000,11600000,14,546,4800000,Rejected
3475,3,Not Graduate,1,5400000,16800000,16,550,7000000,Approved
3476,5,Not Graduate,0,700000,1400000,4,344,300000,Rejected
3477,2,Not Graduate,1,9800000,38200000,10,743,5300000,Approved
3478,4,Graduate,0,9700000,36400000,4,772,13500000,Approved
3479,0,Graduate,1,9400000,29900000,12,302,8200000,Rejected
3480,3,Graduate,1,3200000,9100000,18,376,1700000,Rejected
3481,0,Graduate,1,3700000,11600000,10,747,3500000,Approved
3482,2,Graduate,1,4200000,15800000,6,710,4600000,Approved
3483,2,Not Graduate,0,7000000,24200000,6,892,9200000,Approved
3484,3,Not Graduate,0,3200000,11500000,16,492,3200000,Rejected
3485,5,Graduate,0,7900000,17700000,2,559,5400000,Approved
3486,3,Not Graduate,0,2200000,8300000,18,314,2000000,Rejected
3487,0,Graduate,1,2700000,8400000,6,744,2000000,Approved
3488,5,Not Graduate,0,6800000,18000000,12,690,9300000,Approved
3489,3,Graduate,1,6300000,23300000,4,347,8100000,Approved
3490,5,Graduate,1,9000000,31400000,2,677,8700000,Approved
3491,1,Graduate,0,4700000,15700000,4,468,3600000,Approved
3492,2,Not Graduate,0,8100000,17500000,4,674,9300000,Approved
3493,2,Not Graduate,0,9000000,27300000,14,353,7200000,Rejected
3494,4,Not Graduate,0,3800000,14100000,8,727,5400000,Approved
3495,4,Not Graduate,1,8800000,22200000,10,512,9900000,Rejected
3496,3,Not Graduate,1,8700000,27200000,18,454,12000000,Rejected
3497,5,Not Graduate,0,5000000,12400000,14,315,4000000,Rejected
3498,0,Not Graduate,1,6000000,22700000,10,480,8700000,Rejected
3499,2,Graduate,1,9100000,24200000,16,685,9100000,Approved
3500,1,Graduate,0,7400000,17900000,6,460,5000000,Rejected
3501,1,Not Graduate,1,8300000,28400000,16,704,11400000,Approved
3502,1,Graduate,1,7600000,23900000,12,692,5000000,Approved
3503,1,Not Graduate,1,3500000,9600000,4,398,4600000,Rejected
3504,5,Graduate,1,1000000,3500000,18,882,600000,Approved
3505,5,Graduate,1,9900000,25900000,4,860,5400000,Approved
3506,2,Graduate,1,5700000,15100000,18,330,6200000,Rejected
3507,5,Graduate,0,700000,2400000,16,447,800000,Rejected
3508,0,Not Graduate,1,9600000,23800000,12,788,10400000,Approved
3509,1,Not Graduate,0,9300000,28900000,6,526,11000000,Rejected
3510,0,Graduate,0,9500000,28400000,18,577,14100000,Approved
3511,4,Graduate,1,8700000,23400000,16,372,8000000,Rejected
3512,5,Graduate,1,7300000,21000000,14,759,10800000,Approved
3513,3,Graduate,1,4100000,12700000,10,465,3200000,Rejected
3514,2,Graduate,0,2900000,10200000,4,789,3600000,Approved
3515,3,Graduate,1,7500000,17900000,2,680,6300000,Approved
3516,1,Graduate,0,7900000,25700000,20,681,8800000,Approved
3517,1,Graduate,1,6900000,22300000,16,673,9000000,Approved
3518,0,Not Graduate,0,6900000,22900000,10,313,8000000,Rejected
3519,0,Not Graduate,0,4800000,18800000,16,551,5500000,Approved
3520,5,Graduate,1,7700000,24400000,8,453,10000000,Rejected
3521,3,Not Graduate,0,6900000,22700000,4,650,6400000,Approved
3522,1,Not Graduate,0,1200000,4500000,4,439,1200000,Approved
3523,1,Graduate,0,2900000,9600000,4,658,2700000,Approved
3524,4,Graduate,1,5500000,18900000,6,379,3100000,Rejected
3525,4,Graduate,1,3200000,10700000,4,450,1800000,Approved
3526,5,Not Graduate,0,2600000,8200000,4,849,2700000,Approved
3527,0,Graduate,0,500000,1600000,18,865,200000,Approved
3528,0,Graduate,0,1800000,6900000,10,853,1700000,Rejected
3529,0,Not Graduate,0,1300000,4900000,12,555,1700000,Approved
3530,1,Not Graduate,0,9900000,20700000,20,821,11100000,Approved
3531,0,Not Graduate,0,2000000,4700000,2,820,1200000,Approved
3532,1,Not Graduate,0,5100000,15300000,4,721,5900000,Approved
3533,4,Graduate,1,8200000,24000000,20,831,5400000,Approved
3534,5,Not Graduate,0,4200000,12600000,18,571,6200000,Approved
3535,2,Not Graduate,1,1300000,4900000,8,582,1700000,Approved
3536,1,Not Graduate,1,4600000,13600000,18,487,5400000,Rejected
3537,1,Not Graduate,0,6600000,19700000,12,758,9500000,Approved
3538,2,Graduate,1,8300000,30100000,16,636,7200000,Approved
3539,0,Graduate,0,6900000,20700000,16,857,8800000,Approved
3540,4,Graduate,1,4700000,12500000,8,678,7000000,Approved
3541,1,Graduate,0,7900000,15800000,8,551,8300000,Approved
3542,3,Not Graduate,0,8800000,24900000,16,668,10500000,Approved
3543,1,Graduate,0,6500000,23400000,2,672,7600000,Approved
3544,3,Not Graduate,0,3500000,13700000,4,439,4400000,Approved
3545,2,Not Graduate,1,8200000,19600000,16,636,10700000,Approved
3546,0,Not Graduate,1,2000000,6000000,14,393,2900000,Rejected
3547,5,Not Graduate,0,2700000,8200000,2,848,1500000,Approved
3548,0,Graduate,1,5300000,17600000,4,790,7700000,Approved
3549,2,Not Graduate,0,9900000,19900000,6,312,11000000,Rejected
3550,2,Not Graduate,1,5000000,19500000,14,775,6500000,Approved
3551,2,Not Graduate,0,9100000,18600000,20,403,9200000,Rejected
3552,3,Not Graduate,1,7600000,26400000,14,867,7400000,Approved
3553,0,Graduate,0,5200000,17800000,18,558,3100000,Approved
3554,5,Graduate,0,1800000,6000000,4,548,2600000,Approved
3555,0,Not Graduate,0,7300000,28200000,16,486,7700000,Rejected
3556,4,Graduate,0,3200000,11600000,6,635,3900000,Approved
3557,5,Graduate,0,5200000,20700000,2,538,3600000,Approved
3558,4,Not Graduate,0,7100000,28200000,14,496,4600000,Rejected
3559,4,Graduate,1,1400000,4800000,6,411,1600000,Rejected
3560,4,Not Graduate,0,2700000,10700000,6,857,2800000,Approved
3561,5,Graduate,1,6500000,18100000,10,360,6100000,Rejected
3562,4,Graduate,0,9300000,35900000,18,461,11400000,Rejected
3563,0,Graduate,1,6700000,14900000,16,638,8100000,Approved
3564,5,Graduate,0,6800000,19300000,6,865,9000000,Approved
3565,5,Not Graduate,0,5600000,13600000,4,449,4300000,Rejected
3566,1,Not Graduate,1,1900000,4700000,2,870,2300000,Approved
3567,5,Not Graduate,0,8400000,19500000,6,815,7200000,Approved
3568,2,Not Graduate,1,2500000,7200000,16,454,2100000,Rejected
3569,1,Not Graduate,1,2900000,9900000,18,783,2600000,Approved
3570,3,Graduate,1,3200000,7400000,2,543,4600000,Rejected
3571,4,Not Graduate,1,3000000,10900000,2,786,3200000,Approved
3572,3,Graduate,1,800000,2500000,20,395,500000,Rejected
3573,2,Not Graduate,1,400000,1300000,2,885,500000,Approved
3574,2,Not Graduate,0,4400000,10600000,20,488,4600000,Rejected
3575,2,Not Graduate,1,8700000,19900000,10,829,8400000,Approved
3576,4,Not Graduate,0,7400000,15400000,6,677,7400000,Approved
3577,4,Not Graduate,1,5700000,14400000,12,645,4700000,Approved
3578,5,Not Graduate,1,9700000,27600000,10,788,10600000,Approved
3579,2,Not Graduate,0,7000000,22400000,6,649,8900000,Approved
3580,2,Not Graduate,0,8900000,23100000,4,519,4700000,Rejected
3581,3,Graduate,1,3100000,11200000,14,772,2100000,Approved
3582,4,Graduate,0,2200000,6100000,12,330,2200000,Rejected
3583,5,Not Graduate,1,7100000,21500000,4,557,4000000,Approved
3584,4,Graduate,1,8200000,19000000,6,334,10200000,Rejected
3585,3,Graduate,1,9800000,28400000,12,487,11100000,Rejected
3586,2,Graduate,1,3900000,9700000,8,539,5100000,Rejected
3587,2,Graduate,1,2200000,8100000,8,710,1000000,Approved
3588,5,Not Graduate,1,600000,1700000,20,879,700000,Approved
3589,4,Not Graduate,1,6900000,22000000,10,512,3900000,Rejected
3590,2,Graduate,1,7400000,27300000,18,561,9600000,Approved
3591,3,Not Graduate,1,4000000,11600000,6,539,4700000,Rejected
3592,3,Not Graduate,1,700000,2000000,18,544,400000,Rejected
3593,2,Not Graduate,1,1900000,4600000,16,631,2700000,Approved
3594,2,Graduate,0,2200000,6800000,20,546,2200000,Rejected
3595,1,Graduate,1,2000000,5600000,14,569,1600000,Approved
3596,4,Not Graduate,0,7400000,17900000,6,384,4700000,Rejected
3597,2,Not Graduate,1,2300000,9000000,6,583,3400000,Approved
3598,5,Not Graduate,1,4000000,15500000,12,517,3500000,Rejected
3599,3,Graduate,1,1500000,5800000,18,420,1400000,Rejected
3600,2,Not Graduate,1,5200000,12900000,18,644,7500000,Approved
3601,2,Graduate,0,5400000,14500000,8,349,6600000,Rejected
3602,3,Graduate,0,7700000,25300000,18,662,9900000,Approved
3603,0,Not Graduate,1,1900000,6400000,20,704,1900000,Approved
3604,4,Not Graduate,1,6400000,15500000,2,324,4500000,Rejected
3605,5,Graduate,0,700000,1700000,18,757,600000,Approved
3606,3,Graduate,1,5800000,23000000,16,361,2800000,Rejected
3607,1,Graduate,0,1800000,5400000,4,415,1800000,Approved
3608,5,Graduate,1,4300000,13800000,18,618,2400000,Approved
3609,4,Graduate,0,8000000,27100000,8,524,8400000,Rejected
3610,0,Not Graduate,0,1100000,4100000,18,887,1300000,Approved
3611,2,Not Graduate,1,8800000,31100000,12,729,9400000,Approved
3612,4,Graduate,0,4800000,18600000,14,774,6500000,Approved
3613,0,Not Graduate,1,200000,700000,20,724,300000,Approved
3614,5,Graduate,1,1400000,2700000,16,320,2000000,Rejected
3615,5,Graduate,0,2500000,6400000,16,590,3500000,Approved
3616,5,Graduate,0,8100000,25300000,8,796,7800000,Approved
3617,0,Graduate,1,6100000,19200000,6,890,7600000,Approved
3618,0,Not Graduate,1,2000000,4600000,16,651,1600000,Approved
3619,4,Not Graduate,0,4800000,10100000,12,634,6900000,Approved
3620,4,Graduate,1,900000,2800000,2,660,900000,Approved
3621,4,Not Graduate,0,1300000,3500000,12,512,700000,Rejected
3622,4,Not Graduate,1,4200000,9100000,2,900,5900000,Approved
3623,2,Graduate,1,3300000,11100000,20,823,2900000,Approved
